@relation spk1m

@attribute IdW numeric
@attribute TotLines numeric
@attribute PoS {NNP,VBZ,NNS,VBD,PRP,PRP$,TO,VB,JJ,IN,RB,CD,DT,NN,MD,VBN,CC,RBR,VBG,VBP,PDT,WP,JJR,RP,WRB,WDT,RBS,EX,JJS,NNPS,$}
@attribute DepId numeric
@attribute DepRel {TITLE,SBJ,ROOT,OBJ,NAME,POSTHON,NMOD,OPRD,IM,PRD,TMP,DEP,PMOD,LOC,DIR,ADV,VC,APPO,COORD,CONJ,AMOD,EXT,MNR,PRP,PRT,LGS,SUB,LOCbPRD}
@attribute Prop {P2,Foc,P3,P4,BACK,A1,A2}
@attribute Emb {yes,no}
@attribute Them {T1,R1,SP1,SP2,R1-1,R1-2}
@attribute TH2 {T1,R1,SP1}
@attribute TH3 {T1,R1}
@attribute TotSpans numeric
@attribute LocSpan {A,Z,B,C,U,D,E,F,G,H}
@attribute IntRange numeric
@attribute 'min [dB]' numeric
@attribute 'RMS [dB]' numeric
@attribute 'max [dB]' numeric
@attribute 'MinPitch (Hz)' numeric
@attribute 'MaxPitch (Hz)' numeric
@attribute PitchRange numeric
@attribute 'Speech ratio' numeric
@attribute Duration[ms] numeric
@attribute ToBI {S,L*+H,LL-,HL-,U,H*,L*,LH-,HH-}

@data
8,19,PRP$,12,NMOD,?,?,R1,?,?,3,Z,7,61,64,68,0,0,0,0.154,0.154,U
9,19,NNP,12,NMOD,?,?,R1,?,?,3,Z,12,66,72,78,96,115,19,0.14,0.28,S
10,19,NNS,9,OBJ,?,?,R1,?,?,3,Z,16,62,71,77,85,91,6,0.319,0.319,S
11,19,TO,9,OPRD,?,?,R1,?,?,3,Z,5,65,67,69,90,90,0,0.071,0.071,U
12,19,VB,13,IM,?,?,R1,?,?,3,Z,8,64,68,72,81,90,9,0.132,0.264,S
13,19,JJ,14,PRD,?,?,R1,?,?,3,Z,40,41,63,81,85,117,32,0.305,0.61,HL-
14,19,IN,14,TMP,?,?,R1,?,?,3,Z,2,73,74,75,0,0,0,0.082,0.082,S
15,19,RB,19,NMOD,?,?,R1,?,?,3,Z,24,53,69,78,95,97,2,0.118,0.236,S
16,19,CD,17,DEP,?,?,R1,?,?,3,Z,21,56,67,77,89,103,15,0.154,0.462,L*
17,19,NNS,16,PMOD,?,?,R1,?,?,3,Z,11,62,67,73,84,84,1,0.341,0.341,S
18,19,IN,14,TMP,?,?,R1,?,?,3,Z,1,65,66,66,87,90,2,0.082,0.082,U
19,19,CD,20,PMOD,?,?,R1,?,?,3,Z,22,47,63,69,84,90,6,0.153,0.613,LL-
1,12,DT,4,NMOD,?,?,T1,?,?,2,A,11,64,72,75,100,102,2,0.068,0.068,U
2,12,NN,3,NMOD,?,?,T1,?,?,2,A,12,68,75,80,102,149,47,0.118,0.353,L*+H
3,12,NN,4,NMOD,?,?,T1,?,?,2,A,6,72,76,79,91,107,15,0.104,0.208,S
4,12,NN,7,SBJ,?,?,T1,?,?,2,A,14,62,72,76,85,94,9,0.134,0.268,S
5,12,JJ,6,NMOD,?,?,R1,?,?,2,Z,14,66,73,80,84,96,12,0.282,0.282,H*
6,12,NN,7,TMP,?,?,R1,?,?,2,Z,38,35,58,74,79,95,15,0.488,0.488,S
7,12,VBD,0,ROOT,?,?,R1,?,?,2,Z,15,62,70,77,88,101,13,0.294,0.294,S
8,12,CD,9,NMOD,?,?,R1,?,?,2,Z,26,54,68,81,43,123,80,0.167,1.334,H*
9,12,NNS,7,OBJ,?,?,R1,?,?,2,Z,30,49,68,79,81,115,34,0.437,0.437,HL-
10,12,IN,7,LOC,?,?,R1,?,?,2,Z,17,53,63,70,91,92,1,0.119,0.119,U
11,12,DT,12,NMOD,?,?,R1,?,?,2,Z,2,68,69,70,87,91,4,0.099,0.099,U
12,12,NNP,10,PMOD,?,?,R1,?,?,2,Z,26,46,64,73,87,91,4,0.232,0.465,LL-
1,14,NNP,2,NAME,?,?,T1,?,?,2,A,8,73,78,81,128,151,22,0.18,0.18,L*+H
2,14,NNS,4,SBJ,?,?,T1,?,?,2,A,15,63,72,78,99,147,48,0.129,0.386,S
3,14,NNP,2,POSTHON,?,?,T1,?,?,2,A,39,41,66,80,79,108,29,0.122,0.73,LH-
4,14,VBD,0,ROOT,?,?,R1,?,?,2,Z,19,57,67,75,93,127,34,0.224,0.448,H*
5,14,PRP$,6,NMOD,?,?,R1,?,?,2,Z,13,59,65,72,0,0,0,0.117,0.117,U
6,14,NN,4,OBJ,?,?,R1,?,?,2,Z,27,50,67,77,79,99,21,0.163,0.488,LH-
7,14,TO,4,DIR,?,?,R1,?,?,2,Z,11,54,61,65,0,0,0,0.132,0.132,U
8,14,CD,9,NMOD,?,?,R1,?,?,2,Z,11,65,72,77,108,114,6,0.176,0.176,H*
9,14,NNS,7,PMOD,?,?,R1,?,?,2,Z,14,59,68,74,79,82,3,0.323,0.323,S
10,14,IN,4,DIR,?,?,R1,?,?,2,Z,15,54,63,69,84,86,2,0.151,0.151,U
11,14,CD,12,NMOD,?,?,R1,?,?,2,Z,14,65,71,79,89,108,19,0.141,0.283,L*
12,14,NNS,10,PMOD,?,?,R1,?,?,2,Z,6,64,67,70,81,82,2,0.235,0.235,S
13,14,DT,14,NMOD,?,?,R1,?,?,2,Z,3,66,67,69,0,0,0,0.048,0.048,U
14,14,NN,12,ADV,?,?,R1,?,?,2,Z,26,50,67,75,0,0,0,0.381,0.381,LL-
1,8,DT,3,NMOD,?,?,T1,?,?,2,A,22,57,70,79,101,109,8,0.094,0.094,U
2,8,JJ,3,NMOD,?,?,T1,?,?,2,A,9,71,77,80,109,162,52,0.204,0.204,L*+H
3,8,NN,4,SBJ,?,?,T1,?,?,2,A,19,61,76,80,94,125,31,0.212,0.212,S
4,8,MD,0,ROOT,?,?,R1,?,?,2,Z,12,58,65,70,89,95,6,0.149,0.149,U
5,8,VB,4,VC,?,?,R1,?,?,2,Z,18,52,65,70,92,95,3,0.106,0.106,S
6,8,JJ,5,PRD,?,?,R1,?,?,2,Z,31,49,66,80,82,117,35,0.17,0.509,HL-
7,8,NNP,8,NMOD,?,?,R1,?,?,2,Z,22,55,70,77,94,104,10,0.122,0.367,L*
8,8,CD,6,TMP,?,?,R1,?,?,2,Z,22,50,61,72,94,94,0,0.247,0.493,LL-
1,6,DT,3,NMOD,?,?,T1,?,?,2,A,21,55,70,76,100,225,125,0.119,0.119,U
2,6,NN,3,NMOD,?,?,T1,?,?,2,A,25,54,71,80,97,138,41,0.167,0.335,L*+H
3,6,NN,4,SBJ,?,?,T1,?,?,2,A,33,44,68,77,86,90,4,0.245,0.245,LL-
4,6,VBZ,0,ROOT,?,?,R1,?,?,2,Z,31,45,64,76,102,105,3,0.313,0.313,L*
5,6,VBN,4,VC,?,?,R1,?,?,2,Z,17,58,68,74,88,95,7,0.148,0.148,U
6,6,VBN,6,VC,?,?,R1,?,?,2,Z,22,53,68,75,0,0,0,0.24,0.24,LL-
1,13,NNP,8,SBJ,?,?,T1,?,?,2,A,38,45,63,83,89,149,60,0.588,0.588,L*+H
2,13,VBN,1,APPO,?,?,T1,?,?,2,A,16,64,70,80,85,91,6,0.231,0.231,S
3,13,IN,3,LOC,?,?,T1,?,?,2,A,2,67,68,69,83,85,2,0.09,0.09,U
4,13,NNP,6,NAME,?,?,T1,?,?,2,A,6,64,68,70,82,83,0,0.136,0.136,S
5,13,NNP,4,PMOD,?,?,T1,?,?,2,A,35,41,60,75,83,109,26,0.273,0.818,HL-
6,13,VBZ,0,ROOT,?,?,R1,?,?,2,Z,15,64,72,79,104,140,36,0.262,0.262,L*+H
7,13,CC,8,COORD,?,?,R1,?,?,2,Z,8,68,73,76,135,155,20,0.095,0.095,U
8,13,VBZ,9,CONJ,?,?,R1,?,?,2,Z,38,39,64,77,86,135,49,0.211,0.633,S
9,13,JJ,10,PRD,?,?,R1,?,?,2,Z,30,46,65,76,90,129,39,0.175,0.701,L*+H
10,13,NN,11,COORD,?,?,R1,?,?,2,Z,27,47,63,74,45,102,57,0.202,0.606,S
11,13,CC,13,COORD,?,?,R1,?,?,2,Z,12,60,68,72,86,91,5,0.155,0.155,U
12,13,NN,14,CONJ,?,?,R1,?,?,2,Z,22,55,69,77,89,101,12,0.139,0.279,S
13,13,NNS,8,OBJ,?,?,R1,?,?,2,Z,29,45,61,74,0,0,0,0.25,0.5,LL-
1,16,DT,3,NMOD,?,?,T1,?,?,2,A,12,60,67,72,97,117,21,0.09,0.09,U
2,16,VBN,3,NMOD,?,?,T1,?,?,2,A,23,56,70,80,114,154,40,0.206,0.411,L*+H
3,16,NNS,5,SBJ,?,?,T1,?,?,2,A,29,49,67,78,84,128,44,0.284,0.567,S
4,16,RB,5,ADV,?,?,R1,?,?,2,Z,12,70,76,82,89,131,42,0.177,0.355,H*
5,16,MD,0,ROOT,?,?,R1,?,?,2,Z,9,67,72,76,88,96,7,0.156,0.156,U
6,16,VB,5,VC,?,?,R1,?,?,2,Z,6,70,73,76,83,90,7,0.139,0.279,S
7,16,NNS,6,OBJ,?,?,R1,?,?,2,Z,28,53,67,81,83,116,33,0.142,0.567,HL-
8,16,TO,6,OPRD,?,?,R1,?,?,2,Z,9,62,66,71,89,90,1,0.109,0.109,U
9,16,VB,8,IM,?,?,R1,?,?,2,Z,27,49,66,76,87,89,2,0.17,0.34,S
10,16,NNS,9,OBJ,?,?,R1,?,?,2,Z,23,55,69,78,82,87,6,0.148,0.591,L*
11,16,IN,10,NMOD,?,?,R1,?,?,2,Z,8,59,64,67,90,91,0,0.114,0.114,U
12,16,NNS,11,PMOD,?,?,R1,?,?,2,Z,28,46,63,74,81,112,31,0.296,0.591,S
13,16,RB,9,TMP,?,?,R1,?,?,2,Z,30,48,67,77,94,146,52,0.229,0.459,L*+H
14,16,CC,13,COORD,?,?,R1,?,?,2,Z,6,65,69,71,94,99,5,0.114,0.114,U
15,16,RBR,16,AMOD,?,?,R1,?,?,2,Z,8,66,70,74,86,94,8,0.18,0.18,S
16,16,RB,14,CONJ,?,?,R1,?,?,2,Z,21,52,63,73,81,82,1,0.151,0.303,LL-
1,10,RB,4,NMOD,?,?,SP1,?,?,3,A,22,60,74,81,116,184,67,0.111,0.444,L*+H
2,10,DT,4,NMOD,?,?,T1,?,?,3,B,12,61,68,73,112,116,4,0.078,0.078,U
3,10,NN,5,SBJ,?,?,T1,?,?,3,B,15,63,71,78,84,110,26,0.136,0.407,LL-
4,10,VBD,0,ROOT,?,?,R1,?,?,3,Z,10,64,70,74,84,101,17,0.101,0.101,S
5,10,RB,5,ADV,?,?,R1,?,?,3,Z,12,65,73,77,101,108,7,0.179,0.179,H*
6,10,RB,5,ADV,?,?,R1,?,?,3,Z,14,61,70,75,87,117,30,0.137,0.274,S
7,10,VB,5,VC,?,?,R1,?,?,3,Z,14,60,71,74,89,109,20,0.148,0.297,S
8,10,IN,8,ADV,?,?,R1,?,?,3,Z,3,68,68,71,88,93,5,0.067,0.067,U
9,10,DT,11,NMOD,?,?,R1,?,?,3,Z,3,65,67,68,88,88,1,0.172,0.172,S
10,10,NN,9,PMOD,?,?,R1,?,?,3,Z,14,60,68,74,44,99,55,0.179,0.359,LL-
1,14,CC,14,DEP,?,?,SP1,?,?,4,A,11,69,77,80,113,117,4,0.121,0.121,U
2,14,IN,3,DEP,?,?,T1,?,?,4,B,26,55,73,81,115,119,4,0.127,0.255,S
3,14,CD,4,NMOD,?,?,T1,?,?,4,B,26,52,71,78,102,190,88,0.142,0.708,L*+H
4,14,IN,4,NMOD,?,?,T1,?,?,4,B,19,55,64,74,100,102,3,0.125,0.125,U
5,14,DT,7,NMOD,?,?,T1,?,?,4,B,0,65,64,65,0,0,0,0.028,0.028,U
6,14,NNS,5,PMOD,?,?,T1,?,?,4,B,38,40,65,78,79,126,47,0.246,0.737,HL-
7,14,VBG,4,NMOD,?,?,SP2,?,?,4,C,22,56,69,78,89,103,14,0.117,0.35,L*
8,14,TO,9,PMOD,?,?,SP2,?,?,4,C,12,61,68,73,0,0,0,0.099,0.099,U
9,14,NNP,12,NMOD,?,?,SP2,?,?,4,C,17,56,66,73,77,86,9,0.148,0.445,S
10,14,NNS,10,PMOD,?,?,SP2,?,?,4,C,41,37,57,79,80,110,30,0.384,0.769,HL-
11,14,VBP,0,ROOT,?,?,R1,?,?,4,Z,31,51,75,82,102,144,41,0.371,0.371,L*+H
12,14,PRP$,16,NMOD,?,?,R1,?,?,4,Z,7,71,76,78,124,126,2,0.056,0.056,U
13,14,NNS,14,OBJ,?,?,R1,?,?,4,Z,24,52,67,76,89,130,41,0.229,0.458,S
14,14,RB,14,ADV,?,?,R1,?,?,4,Z,27,49,67,77,90,94,4,0.3,0.3,LL-
1,13,DT,2,NMOD,?,?,T1,?,?,3,A,23,55,69,78,96,124,28,0.165,0.165,U
2,13,NNP,3,SBJ,?,?,T1,?,?,3,A,13,67,72,80,97,184,87,0.164,0.491,L*+H
3,13,MD,14,OBJ,?,?,R1,?,?,3,Z,20,53,67,73,87,97,10,0.174,0.174,U
4,13,RB,3,ADV,?,?,R1,?,?,3,Z,25,54,71,79,94,134,39,0.142,0.425,L*+H
5,13,VB,3,VC,?,?,R1,?,?,3,Z,28,51,68,79,85,108,23,0.317,0.317,S
6,13,IN,5,ADV,?,?,R1,?,?,3,Z,9,61,66,70,88,88,0,0.101,0.101,S
7,13,DT,8,NMOD,?,?,R1,?,?,3,Z,8,59,65,67,80,89,9,0.111,0.111,U
8,13,NN,6,PMOD,?,?,R1,?,?,3,Z,30,49,65,79,83,118,35,0.204,0.612,HL-
9,13,JJ,11,NMOD,?,?,R1,?,?,3,Z,8,68,73,76,109,116,7,0.103,0.206,H*
10,13,JJ,11,NMOD,?,?,R1,?,?,3,Z,14,59,68,73,94,109,15,0.25,0.25,S
11,13,NN,5,TMP,?,?,R1,?,?,3,Z,15,61,70,76,93,97,5,0.231,0.231,LL-
12,13,PRP,14,SBJ,?,?,SP1,?,?,3,Z,14,52,59,66,0,0,0,0.133,0.133,U
13,13,VBD,0,ROOT,?,?,SP1,?,?,3,Z,20,51,63,71,0,0,0,0.244,0.244,LL-
1,8,RB,6,SBJ,?,?,T1,?,?,2,A,11,69,76,81,135,272,137,0.184,0.184,L*+H
2,8,PDT,3,NMOD,?,?,T1,?,?,2,A,8,72,77,80,124,138,14,0.166,0.166,S
3,8,DT,1,NMOD,?,?,T1,?,?,2,A,15,65,73,80,114,126,12,0.288,0.288,S
4,8,WP,5,SBJ,?,?,T1,?,?,2,A,9,62,68,72,87,101,14,0.104,0.104,U
5,8,VBD,3,NMOD,?,?,T1,?,?,2,A,27,55,72,82,89,129,40,0.273,0.273,LH-
6,8,VBP,0,ROOT,?,?,R1,?,?,2,Z,26,51,67,77,96,105,9,0.186,0.373,L*
7,8,DT,8,NMOD,?,?,R1,?,?,2,Z,10,57,63,66,0,0,0,0.058,0.058,U
8,8,NNS,6,OBJ,?,?,R1,?,?,2,Z,27,46,65,73,80,92,13,0.246,0.491,LL-
1,16,VBG,9,ADV,?,?,SP1,?,?,3,A,20,61,75,81,124,136,11,0.092,0.277,L*
2,16,TO,1,PMOD,?,?,SP1,?,?,3,A,5,70,71,75,109,124,15,0.075,0.075,U
3,16,DT,4,NMOD,?,?,SP1,?,?,3,A,8,72,77,80,166,171,5,0.258,0.258,H*
4,16,NNS,2,PMOD,?,?,SP1,?,?,3,A,35,41,58,76,83,86,3,0.281,0.844,LH-
5,16,DT,8,NMOD,?,?,T1,?,?,3,B,7,60,64,67,101,109,7,0.067,0.067,U
6,16,NN,8,NMOD,?,?,T1,?,?,3,B,16,64,74,80,109,160,52,0.206,0.206,L*+H
7,16,NNS,9,SBJ,?,?,T1,?,?,3,B,29,51,70,80,93,125,32,0.266,0.531,S
8,16,MD,0,ROOT,?,?,R1,?,?,3,Z,18,55,66,73,90,101,11,0.163,0.163,U
9,16,VB,9,VC,?,?,R1,?,?,3,Z,26,53,67,79,101,104,3,0.214,0.214,S
10,16,NN,12,NMOD,?,?,R1,?,?,3,Z,11,67,72,77,112,138,26,0.119,0.357,L*+H
11,16,NNS,10,OBJ,?,?,R1,?,?,3,Z,28,51,68,79,83,91,8,0.266,0.531,HL-
12,16,IN,10,EXT,?,?,R1,?,?,3,Z,4,71,73,75,85,90,5,0.099,0.099,S
13,16,RBR,16,DEP,?,?,R1,?,?,3,Z,4,70,73,75,90,98,8,0.194,0.194,L*
14,16,IN,16,DEP,?,?,R1,?,?,3,Z,5,66,69,72,90,95,5,0.095,0.095,U
15,16,DT,17,NMOD,?,?,R1,?,?,3,Z,6,63,68,69,87,92,5,0.083,0.083,U
16,16,JJ,13,PMOD,?,?,R1,?,?,3,Z,26,47,63,73,0,0,0,0.385,0.385,LL-
1,8,DT,2,NMOD,?,?,T1,?,?,2,A,8,70,74,78,99,120,20,0.07,0.07,U
2,8,NNP,5,NMOD,?,?,T1,?,?,2,A,20,61,73,82,102,162,60,0.191,0.574,L*+H
3,8,NNP,5,NAME,?,?,T1,?,?,2,A,8,66,70,74,89,102,13,0.136,0.272,S
4,8,NNP,7,SBJ,?,?,T1,?,?,2,A,35,44,63,79,79,102,23,0.548,0.548,LH-
5,8,RB,7,MNR,?,?,R1,?,?,2,Z,24,56,72,80,105,135,29,0.122,0.487,H*
6,8,VBD,0,ROOT,?,?,R1,?,?,2,Z,25,50,68,75,79,105,26,0.159,0.478,S
7,8,DT,9,NMOD,?,?,R1,?,?,2,Z,18,57,68,75,82,86,4,0.214,0.214,S
8,8,NNS,7,OBJ,?,?,R1,?,?,2,Z,29,47,62,76,0,0,0,0.158,0.475,LL-
1,18,DT,3,NMOD,?,?,T1,?,?,3,A,12,60,67,72,97,119,22,0.099,0.099,U
2,18,VBN,3,NMOD,?,?,T1,?,?,3,A,26,56,71,82,112,166,54,0.187,0.375,L*+H
3,18,NNS,5,SBJ,?,?,T1,?,?,3,A,31,44,64,76,86,113,28,0.547,0.547,LL-
4,18,RB,5,ADV,?,?,R1,?,?,3,B,14,68,76,82,85,129,43,0.191,0.383,H*
5,18,MD,18,OBJ,?,?,R1,?,?,3,B,16,58,69,75,92,95,3,0.124,0.124,U
6,18,VB,5,VC,?,?,R1,?,?,3,B,16,54,63,70,88,89,2,0.14,0.14,S
7,18,JJR,6,PRD,?,?,R1,?,?,3,B,32,47,64,79,80,115,35,0.257,0.515,L*+H
8,18,IN,6,ADV,?,?,R1,?,?,3,B,5,69,72,74,90,92,3,0.095,0.095,S
9,18,DT,10,NMOD,?,?,R1,?,?,3,B,7,65,69,72,92,96,3,0.107,0.107,U
10,18,NNS,8,PMOD,?,?,R1,?,?,3,B,10,68,73,78,106,143,37,0.159,0.477,L*+H
11,18,RB,12,ADV,?,?,R1,?,?,3,B,14,63,71,77,98,113,15,0.185,0.185,S
12,18,VBN,10,APPO,?,?,R1,?,?,3,B,21,57,71,78,82,114,32,0.187,0.375,S
13,18,TO,12,OPRD,?,?,R1,?,?,3,B,10,57,62,66,82,82,0,0.082,0.082,U
14,18,VB,13,IM,?,?,R1,?,?,3,B,19,56,68,75,88,88,0,0.235,0.235,S
15,18,NNS,14,OBJ,?,?,R1,?,?,3,B,31,50,68,80,83,263,180,0.2,0.399,LH-
17,18,PRP,18,SBJ,?,?,SP1,?,?,3,Z,7,59,64,67,0,0,0,0.111,0.111,U
18,18,VBD,0,ROOT,?,?,SP1,?,?,3,Z,21,53,66,74,127,133,5,0.318,0.318,LL-
1,21,NNS,2,SBJ,?,?,T1,?,?,4,A,17,62,72,79,141,188,47,0.133,0.398,L*+H
2,21,MD,0,ROOT,?,?,R1,?,?,4,B,15,62,70,76,100,125,25,0.159,0.159,U
3,21,VB,2,VC,?,?,R1,?,?,4,B,12,60,67,72,101,104,3,0.091,0.091,S
4,21,VBN,3,VC,?,?,R1,?,?,4,B,25,53,68,78,82,99,18,0.225,0.449,L*
5,21,TO,4,OPRD,?,?,R1,?,?,4,B,17,48,59,65,0,0,0,0.12,0.12,U
6,21,VB,5,IM,?,?,R1,?,?,4,B,30,48,68,78,79,109,30,0.25,0.501,HL-
7,21,IN,6,LOC,?,?,R1,?,?,4,B,19,54,67,73,93,98,4,0.176,0.176,U
8,21,JJ,10,NMOD,?,?,R1,?,?,4,B,25,52,72,77,107,139,32,0.182,0.364,L*+H
9,21,NN,10,NMOD,?,?,R1,?,?,4,B,25,53,65,78,110,297,187,0.193,0.387,S
10,21,NNS,7,PMOD,?,?,R1,?,?,4,B,30,43,58,73,0,0,0,0.404,0.808,LL-
11,21,DT,12,NMOD,?,?,R1,?,?,4,B,10,67,73,77,97,98,0,0.085,0.085,U
12,21,NNS,6,OBJ,?,?,R1,?,?,4,B,12,66,73,77,93,123,30,0.319,0.319,L*+H
13,21,IN,12,NMOD,?,?,R1,?,?,4,B,11,53,58,64,91,93,2,0.068,0.068,U
14,21,NNS,13,PMOD,?,?,R1,?,?,4,B,29,49,69,78,85,131,46,0.222,0.666,HL-
15,21,WP,16,SBJ,P2,yes,T1,?,?,4,C,8,61,65,69,0,0,0,0.085,0.085,U
16,21,VBP,14,NMOD,P2,yes,R1,?,?,4,Z,21,58,71,79,100,125,24,0.256,0.256,H*
17,21,TO,16,OPRD,P2,yes,R1,?,?,4,Z,9,55,61,65,124,124,0,0.08,0.08,U
18,21,VB,17,IM,P2,yes,R1,?,?,4,Z,20,59,71,79,87,91,4,0.307,0.307,S
19,21,NNS,18,OBJ,P2,yes,R1,?,?,4,Z,27,48,66,76,91,97,5,0.188,0.376,S
20,21,IN,18,TMP,P2,yes,R1,?,?,4,Z,13,56,65,70,76,77,1,0.154,0.154,S
21,21,NN,20,PMOD,P2,yes,R1,?,?,4,Z,24,49,66,73,73,98,25,0.313,0.313,LL-
1,20,DT,2,NMOD,?,?,T1,?,?,2,A,7,73,77,80,112,170,58,0.081,0.162,L*+H
2,20,NNS,3,SBJ,?,?,T1,?,?,2,A,19,61,71,80,96,171,76,0.171,0.514,S
3,20,VBD,0,ROOT,?,?,T1,?,?,2,A,28,51,71,79,85,101,16,0.231,0.231,S
4,20,VBG,3,OPRD,?,?,R1,T1,?,2,B,21,58,71,79,98,120,22,0.188,0.376,L*
5,20,DT,6,NMOD,?,?,R1,T1,?,2,B,3,69,71,71,102,104,2,0.087,0.087,U
6,20,NNP,4,OBJ,?,?,R1,T1,?,2,B,22,53,69,76,84,128,44,0.206,0.618,HL-
7,20,TO,4,OPRD,?,?,R1,T1,?,2,B,6,58,61,64,94,94,0,0.081,0.081,U
8,20,VB,7,IM,?,?,R1,T1,?,2,B,27,54,71,80,93,113,20,0.216,0.431,L*+H
9,20,NNS,8,OBJ,?,?,R1,T1,?,2,B,16,61,71,77,85,134,49,0.18,0.54,S
10,20,TO,8,OPRD,?,?,R1,R1,?,2,B,5,63,65,67,90,90,0,0.087,0.087,U
11,20,VB,10,IM,?,?,R1,R1,?,2,B,29,49,67,78,87,132,45,0.185,0.37,H*
12,20,PRP$,13,NMOD,?,?,R1,R1,?,2,B,23,52,65,75,86,88,2,0.168,0.168,U
13,20,NNS,11,OBJ,?,?,R1,R1,?,2,B,25,50,67,75,82,91,9,0.187,0.561,S
14,20,CC,13,COORD,?,?,R1,R1,?,2,B,16,53,63,69,84,85,2,0.15,0.15,U
15,20,NNS,14,CONJ,?,?,R1,R1,?,2,B,15,64,71,78,79,92,13,0.381,0.381,H*
16,20,RB,11,TMP,?,?,R1,R1,?,2,B,29,46,61,75,76,106,29,0.227,0.907,HL-
17,20,RB,11,ADV,?,?,R1,R1,?,2,B,15,66,77,81,121,123,2,0.156,0.156,H*
18,20,DT,20,NMOD,?,?,R1,R1,?,2,B,1,74,75,75,0,0,0,0.046,0.046,U
19,20,NN,4,TMP,?,?,R1,R1,?,2,B,22,53,67,75,83,91,8,0.231,0.231,S
20,20,RB,20,NMOD,?,?,R1,R1,?,2,B,34,42,65,76,88,98,10,0.184,0.368,LL-
1,16,NNS,9,SBJ,?,?,T1,?,?,3,A,23,59,73,82,108,159,50,0.173,0.518,L*+H
2,16,WP,3,SBJ,?,?,T1,?,?,3,A,1,74,74,75,118,126,8,0.036,0.036,U
3,16,VBP,1,NMOD,?,?,T1,?,?,3,A,13,61,70,74,89,118,29,0.217,0.217,S
4,16,TO,3,OPRD,?,?,T1,?,?,3,A,7,63,67,70,90,92,2,0.076,0.076,U
5,16,VB,4,IM,?,?,T1,?,?,3,A,14,61,71,75,101,115,14,0.341,0.341,L*+H
6,16,DT,8,NMOD,?,?,T1,?,?,3,A,4,68,70,72,92,94,3,0.092,0.092,U
7,16,VBN,8,NMOD,?,?,T1,?,?,3,A,24,54,69,78,87,101,13,0.209,0.417,S
8,16,NN,5,OBJ,?,?,T1,?,?,3,A,37,39,61,76,76,115,39,0.279,0.558,HL-
9,16,MD,17,OBJ,?,?,R1,?,?,3,B,26,53,72,80,164,170,6,0.226,0.226,H*
10,16,VB,9,VC,?,?,R1,?,?,3,B,24,55,70,79,93,96,3,0.288,0.288,S
11,16,PRP$,12,NMOD,?,?,R1,?,?,3,B,7,66,70,74,83,93,10,0.144,0.144,U
12,16,NNS,10,OBJ,?,?,R1,?,?,3,B,19,58,70,77,83,109,26,0.116,0.578,S
13,16,IN,12,LOC,?,?,R1,?,?,3,B,11,59,66,70,87,92,5,0.143,0.143,U
